Kode Wilayah;Provinsi;Kabupaten Kota;Komoditas ;Tanggal;No;HET/HA ;Level 2 All
1112;Aceh;Kab. Aceh Barat Daya;Beras Medium;30/06/2026;158;14000;
1112;Aceh;Kab. Aceh Barat Daya;Beras Medium;29/06/2026;158;14000;14500
1112;Aceh;Kab. Aceh Barat Daya;Beras Premium;30/06/2026;159;15400;
1112;Aceh;Kab. Aceh Barat Daya;Beras Premium;29/06/2026;159;15400;16000
1112;Aceh;Kab. Aceh Barat Daya;Cabai Merah Keriting;30/06/2026;160;55000;
1112;Aceh;Kab. Aceh Barat Daya;Cabai Merah Keriting;29/06/2026;160;55000;46000
1112;Aceh;Kab. Aceh Barat Daya;Daging Ayam Ras;30/06/2026;161;40000;
1112;Aceh;Kab. Aceh Barat Daya;Daging Ayam Ras;29/06/2026;161;40000;37500
1112;Aceh;Kab. Aceh Barat Daya;Daging Sapi Paha Belakang;30/06/2026;162;140000;
1112;Aceh;Kab. Aceh Barat Daya;Daging Sapi Paha Belakang;29/06/2026;162;140000;170000
1112;Aceh;Kab. Aceh Barat Daya;Garam Halus;30/06/2026;163;;
1112;Aceh;Kab. Aceh Barat Daya;Garam Halus;29/06/2026;163;;15000
1112;Aceh;Kab. Aceh Barat Daya;Gula Pasir Curah;30/06/2026;164;17500;
1112;Aceh;Kab. Aceh Barat Daya;Gula Pasir Curah;29/06/2026;164;17500;20000
1112;Aceh;Kab. Aceh Barat Daya;Minyak Goreng Sawit Curah;30/06/2026;165;;
1112;Aceh;Kab. Aceh Barat Daya;Minyak Goreng Sawit Curah;29/06/2026;165;;19000
1112;Aceh;Kab. Aceh Barat Daya;Minyak Goreng Sawit Kemasan Premium;30/06/2026;166;;
1112;Aceh;Kab. Aceh Barat Daya;Minyak Goreng Sawit Kemasan Premium;29/06/2026;166;;25000
1112;Aceh;Kab. Aceh Barat Daya;Minyakita;30/06/2026;167;15700;
1112;Aceh;Kab. Aceh Barat Daya;Minyakita;29/06/2026;167;15700;15700
1112;Aceh;Kab. Aceh Barat Daya;Telur Ayam Ras;30/06/2026;168;30000;
1112;Aceh;Kab. Aceh Barat Daya;Telur Ayam Ras;29/06/2026;168;30000;26667
1112;Aceh;Kab. Aceh Barat Daya;Tepung Terigu;30/06/2026;169;;
1112;Aceh;Kab. Aceh Barat Daya;Tepung Terigu;29/06/2026;169;;15000
1113;Aceh;Kab. Gayo Lues;Bawang Merah;30/06/2026;170;41500;
1113;Aceh;Kab. Gayo Lues;Bawang Merah;29/06/2026;170;41500;30000
1113;Aceh;Kab. Gayo Lues;Bawang Putih Honan;30/06/2026;171;38000;
1113;Aceh;Kab. Gayo Lues;Bawang Putih Honan;29/06/2026;171;38000;43333,33
1113;Aceh;Kab. Gayo Lues;Beras Medium;30/06/2026;172;14000;
1113;Aceh;Kab. Gayo Lues;Beras Medium;29/06/2026;172;14000;14700
1113;Aceh;Kab. Gayo Lues;Beras Premium;30/06/2026;173;15400;
1113;Aceh;Kab. Gayo Lues;Beras Premium;29/06/2026;173;15400;15850
1113;Aceh;Kab. Gayo Lues;Cabai Merah Keriting;30/06/2026;174;55000;
1113;Aceh;Kab. Gayo Lues;Cabai Merah Keriting;29/06/2026;174;55000;40000
1113;Aceh;Kab. Gayo Lues;Cabai Rawit Merah;30/06/2026;175;57000;
1113;Aceh;Kab. Gayo Lues;Cabai Rawit Merah;29/06/2026;175;57000;35000
1113;Aceh;Kab. Gayo Lues;Daging Ayam Ras;30/06/2026;176;40000;
1113;Aceh;Kab. Gayo Lues;Daging Ayam Ras;29/06/2026;176;40000;32000
1113;Aceh;Kab. Gayo Lues;Daging Sapi Paha Belakang;30/06/2026;177;140000;
1113;Aceh;Kab. Gayo Lues;Daging Sapi Paha Belakang;29/06/2026;177;140000;180000
1113;Aceh;Kab. Gayo Lues;Garam Halus;30/06/2026;178;;
1113;Aceh;Kab. Gayo Lues;Garam Halus;29/06/2026;178;;17000
1113;Aceh;Kab. Gayo Lues;Gula Pasir Curah;30/06/2026;179;17500;
1113;Aceh;Kab. Gayo Lues;Gula Pasir Curah;29/06/2026;179;17500;20000
1113;Aceh;Kab. Gayo Lues;Minyak Goreng Sawit Curah;30/06/2026;180;;
1113;Aceh;Kab. Gayo Lues;Minyak Goreng Sawit Curah;29/06/2026;180;;18900
1113;Aceh;Kab. Gayo Lues;Minyak Goreng Sawit Kemasan Premium;30/06/2026;181;;
1113;Aceh;Kab. Gayo Lues;Minyak Goreng Sawit Kemasan Premium;29/06/2026;181;;24000
1113;Aceh;Kab. Gayo Lues;Minyakita;30/06/2026;182;15700;
1113;Aceh;Kab. Gayo Lues;Minyakita;29/06/2026;182;15700;15700
1113;Aceh;Kab. Gayo Lues;Telur Ayam Ras;30/06/2026;183;30000;
1113;Aceh;Kab. Gayo Lues;Telur Ayam Ras;29/06/2026;183;30000;26700
1113;Aceh;Kab. Gayo Lues;Tepung Terigu;30/06/2026;184;;
1113;Aceh;Kab. Gayo Lues;Tepung Terigu;29/06/2026;184;;15000
1114;Aceh;Kab. Aceh Jaya;Bawang Merah;30/06/2026;185;41500;
1114;Aceh;Kab. Aceh Jaya;Bawang Merah;29/06/2026;185;41500;48000
1114;Aceh;Kab. Aceh Jaya;Bawang Putih Honan;30/06/2026;186;38000;
1114;Aceh;Kab. Aceh Jaya;Bawang Putih Honan;29/06/2026;186;38000;48000
1114;Aceh;Kab. Aceh Jaya;Beras Medium;30/06/2026;187;14000;
1114;Aceh;Kab. Aceh Jaya;Beras Medium;29/06/2026;187;14000;15033
1114;Aceh;Kab. Aceh Jaya;Beras Premium;30/06/2026;188;15400;
1114;Aceh;Kab. Aceh Jaya;Beras Premium;29/06/2026;188;15400;15900
1114;Aceh;Kab. Aceh Jaya;Cabai Merah Keriting;30/06/2026;189;55000;
1114;Aceh;Kab. Aceh Jaya;Cabai Merah Keriting;29/06/2026;189;55000;60000
1114;Aceh;Kab. Aceh Jaya;Daging Ayam Ras;30/06/2026;190;40000;
1114;Aceh;Kab. Aceh Jaya;Daging Ayam Ras;29/06/2026;190;40000;35000
1114;Aceh;Kab. Aceh Jaya;Daging Sapi Paha Belakang;30/06/2026;191;140000;
1114;Aceh;Kab. Aceh Jaya;Daging Sapi Paha Belakang;29/06/2026;191;140000;150000
1114;Aceh;Kab. Aceh Jaya;Garam Halus;30/06/2026;192;;
1114;Aceh;Kab. Aceh Jaya;Garam Halus;29/06/2026;192;;14000
1114;Aceh;Kab. Aceh Jaya;Gula Pasir Curah;30/06/2026;193;17500;
1114;Aceh;Kab. Aceh Jaya;Gula Pasir Curah;29/06/2026;193;17500;20000
1114;Aceh;Kab. Aceh Jaya;Ikan Kembung;30/06/2026;194;;
1114;Aceh;Kab. Aceh Jaya;Ikan Kembung;29/06/2026;194;;70000
1114;Aceh;Kab. Aceh Jaya;Minyak Goreng Sawit Curah;30/06/2026;195;;
1114;Aceh;Kab. Aceh Jaya;Minyak Goreng Sawit Curah;29/06/2026;195;;21000
1114;Aceh;Kab. Aceh Jaya;Minyak Goreng Sawit Kemasan Premium;30/06/2026;196;;
1114;Aceh;Kab. Aceh Jaya;Minyak Goreng Sawit Kemasan Premium;29/06/2026;196;;25000
1114;Aceh;Kab. Aceh Jaya;Minyakita;30/06/2026;197;15700;
1114;Aceh;Kab. Aceh Jaya;Minyakita;29/06/2026;197;15700;15700
1114;Aceh;Kab. Aceh Jaya;Telur Ayam Ras;30/06/2026;198;30000;
1114;Aceh;Kab. Aceh Jaya;Telur Ayam Ras;29/06/2026;198;30000;26666
1114;Aceh;Kab. Aceh Jaya;Tepung Terigu;30/06/2026;199;;
1114;Aceh;Kab. Aceh Jaya;Tepung Terigu;29/06/2026;199;;15000
1115;Aceh;Kab. Nagan Raya;Bawang Merah;30/06/2026;200;41500;
1115;Aceh;Kab. Nagan Raya;Bawang Merah;29/06/2026;200;41500;38000
1115;Aceh;Kab. Nagan Raya;Bawang Putih Honan;30/06/2026;201;38000;
1115;Aceh;Kab. Nagan Raya;Bawang Putih Honan;29/06/2026;201;38000;45000
1115;Aceh;Kab. Nagan Raya;Beras Medium;30/06/2026;202;14000;
1115;Aceh;Kab. Nagan Raya;Beras Medium;29/06/2026;202;14000;14050
1115;Aceh;Kab. Nagan Raya;Beras Premium;30/06/2026;203;15400;
1115;Aceh;Kab. Nagan Raya;Beras Premium;29/06/2026;203;15400;15700
1115;Aceh;Kab. Nagan Raya;Cabai Merah Besar;30/06/2026;204;;
1115;Aceh;Kab. Nagan Raya;Cabai Merah Besar;29/06/2026;204;;50000
1115;Aceh;Kab. Nagan Raya;Cabai Merah Keriting;30/06/2026;205;55000;
1115;Aceh;Kab. Nagan Raya;Cabai Merah Keriting;29/06/2026;205;55000;47000
1115;Aceh;Kab. Nagan Raya;Cabai Rawit Merah;30/06/2026;206;57000;
1115;Aceh;Kab. Nagan Raya;Cabai Rawit Merah;29/06/2026;206;57000;40000
1115;Aceh;Kab. Nagan Raya;Daging Ayam Ras;30/06/2026;207;40000;
1115;Aceh;Kab. Nagan Raya;Daging Ayam Ras;29/06/2026;207;40000;37000
1115;Aceh;Kab. Nagan Raya;Daging Sapi Paha Belakang;30/06/2026;208;140000;
1115;Aceh;Kab. Nagan Raya;Daging Sapi Paha Belakang;29/06/2026;208;140000;150000
1115;Aceh;Kab. Nagan Raya;Garam Halus;30/06/2026;209;;
1115;Aceh;Kab. Nagan Raya;Garam Halus;29/06/2026;209;;15000
1115;Aceh;Kab. Nagan Raya;Gula Pasir Curah;30/06/2026;210;17500;
1115;Aceh;Kab. Nagan Raya;Gula Pasir Curah;29/06/2026;210;17500;20000
1115;Aceh;Kab. Nagan Raya;Minyak Goreng Sawit Curah;30/06/2026;211;;
1115;Aceh;Kab. Nagan Raya;Minyak Goreng Sawit Curah;29/06/2026;211;;19000
1115;Aceh;Kab. Nagan Raya;Minyak Goreng Sawit Kemasan Premium;30/06/2026;212;;
1115;Aceh;Kab. Nagan Raya;Minyak Goreng Sawit Kemasan Premium;29/06/2026;212;;24000
1115;Aceh;Kab. Nagan Raya;Minyakita;30/06/2026;213;15700;
1115;Aceh;Kab. Nagan Raya;Minyakita;29/06/2026;213;15700;15700
1115;Aceh;Kab. Nagan Raya;Telur Ayam Ras;30/06/2026;214;30000;
1115;Aceh;Kab. Nagan Raya;Telur Ayam Ras;29/06/2026;214;30000;26600
1115;Aceh;Kab. Nagan Raya;Tepung Terigu;30/06/2026;215;;
1115;Aceh;Kab. Nagan Raya;Tepung Terigu;29/06/2026;215;;15000
1116;Aceh;Kab. Aceh Tamiang;Bawang Merah;30/06/2026;216;41500;
1116;Aceh;Kab. Aceh Tamiang;Bawang Merah;29/06/2026;216;41500;35000
1116;Aceh;Kab. Aceh Tamiang;Bawang Putih Honan;30/06/2026;217;38000;
1116;Aceh;Kab. Aceh Tamiang;Bawang Putih Honan;29/06/2026;217;38000;42000
1116;Aceh;Kab. Aceh Tamiang;Beras Medium;30/06/2026;218;14000;
1116;Aceh;Kab. Aceh Tamiang;Beras Medium;29/06/2026;218;14000;15900
1116;Aceh;Kab. Aceh Tamiang;Beras Premium;30/06/2026;219;15400;
1116;Aceh;Kab. Aceh Tamiang;Beras Premium;29/06/2026;219;15400;16700
1116;Aceh;Kab. Aceh Tamiang;Cabai Merah Keriting;30/06/2026;220;55000;
1116;Aceh;Kab. Aceh Tamiang;Cabai Merah Keriting;29/06/2026;220;55000;45000
1116;Aceh;Kab. Aceh Tamiang;Cabai Rawit Merah;30/06/2026;221;57000;
1116;Aceh;Kab. Aceh Tamiang;Cabai Rawit Merah;29/06/2026;221;57000;40000
1116;Aceh;Kab. Aceh Tamiang;Daging Ayam Ras;30/06/2026;222;40000;
1116;Aceh;Kab. Aceh Tamiang;Daging Ayam Ras;29/06/2026;222;40000;24000
1116;Aceh;Kab. Aceh Tamiang;Daging Sapi Paha Belakang;30/06/2026;223;140000;
1116;Aceh;Kab. Aceh Tamiang;Daging Sapi Paha Belakang;29/06/2026;223;140000;150000
1116;Aceh;Kab. Aceh Tamiang;Garam Halus;30/06/2026;224;;
1116;Aceh;Kab. Aceh Tamiang;Garam Halus;29/06/2026;224;;14000
1116;Aceh;Kab. Aceh Tamiang;Gula Pasir Curah;30/06/2026;225;17500;
1116;Aceh;Kab. Aceh Tamiang;Gula Pasir Curah;29/06/2026;225;17500;19000
1116;Aceh;Kab. Aceh Tamiang;Minyak Goreng Sawit Curah;30/06/2026;226;;
1116;Aceh;Kab. Aceh Tamiang;Minyak Goreng Sawit Curah;29/06/2026;226;;18900
1116;Aceh;Kab. Aceh Tamiang;Minyak Goreng Sawit Kemasan Premium;30/06/2026;227;;
1116;Aceh;Kab. Aceh Tamiang;Minyak Goreng Sawit Kemasan Premium;29/06/2026;227;;24000
1116;Aceh;Kab. Aceh Tamiang;Minyakita;30/06/2026;228;15700;
1116;Aceh;Kab. Aceh Tamiang;Minyakita;29/06/2026;228;15700;15700
1116;Aceh;Kab. Aceh Tamiang;Telur Ayam Ras;30/06/2026;229;30000;
1116;Aceh;Kab. Aceh Tamiang;Telur Ayam Ras;29/06/2026;229;30000;22400
1116;Aceh;Kab. Aceh Tamiang;Tepung Terigu;30/06/2026;230;;
1116;Aceh;Kab. Aceh Tamiang;Tepung Terigu;29/06/2026;230;;15000
1117;Aceh;Kab. Bener Meriah;Bawang Merah;30/06/2026;231;41500;
1117;Aceh;Kab. Bener Meriah;Bawang Merah;29/06/2026;231;41500;38666,67
1117;Aceh;Kab. Bener Meriah;Bawang Putih Honan;30/06/2026;232;38000;
1117;Aceh;Kab. Bener Meriah;Bawang Putih Honan;29/06/2026;232;38000;41000
1117;Aceh;Kab. Bener Meriah;Beras Medium;30/06/2026;233;14000;
1117;Aceh;Kab. Bener Meriah;Beras Medium;29/06/2026;233;14000;15000
1117;Aceh;Kab. Bener Meriah;Beras Premium;30/06/2026;234;15400;
1117;Aceh;Kab. Bener Meriah;Beras Premium;29/06/2026;234;15400;16000
1117;Aceh;Kab. Bener Meriah;Cabai Merah Keriting;30/06/2026;235;55000;
1117;Aceh;Kab. Bener Meriah;Cabai Merah Keriting;29/06/2026;235;55000;47000
1117;Aceh;Kab. Bener Meriah;Daging Ayam Ras;30/06/2026;236;40000;
1117;Aceh;Kab. Bener Meriah;Daging Ayam Ras;29/06/2026;236;40000;36000
1117;Aceh;Kab. Bener Meriah;Daging Sapi Paha Belakang;30/06/2026;237;140000;
1117;Aceh;Kab. Bener Meriah;Daging Sapi Paha Belakang;29/06/2026;237;140000;180000
1117;Aceh;Kab. Bener Meriah;Garam Halus;30/06/2026;238;;
1117;Aceh;Kab. Bener Meriah;Garam Halus;29/06/2026;238;;10000
1117;Aceh;Kab. Bener Meriah;Gula Pasir Curah;30/06/2026;239;17500;
1117;Aceh;Kab. Bener Meriah;Gula Pasir Curah;29/06/2026;239;17500;20000
1117;Aceh;Kab. Bener Meriah;Minyak Goreng Sawit Curah;30/06/2026;240;;
1117;Aceh;Kab. Bener Meriah;Minyak Goreng Sawit Curah;29/06/2026;240;;22000
1117;Aceh;Kab. Bener Meriah;Minyak Goreng Sawit Kemasan Premium;30/06/2026;241;;
1117;Aceh;Kab. Bener Meriah;Minyak Goreng Sawit Kemasan Premium;29/06/2026;241;;25000
1117;Aceh;Kab. Bener Meriah;Minyakita;30/06/2026;242;15700;
1117;Aceh;Kab. Bener Meriah;Minyakita;29/06/2026;242;15700;15700
1117;Aceh;Kab. Bener Meriah;Telur Ayam Ras;30/06/2026;243;30000;
1117;Aceh;Kab. Bener Meriah;Telur Ayam Ras;29/06/2026;243;30000;24000
1117;Aceh;Kab. Bener Meriah;Tepung Terigu;30/06/2026;244;;
1117;Aceh;Kab. Bener Meriah;Tepung Terigu;29/06/2026;244;;10000
1118;Aceh;Kab. Pidie Jaya;Bawang Merah;30/06/2026;245;41500;
1118;Aceh;Kab. Pidie Jaya;Bawang Merah;29/06/2026;245;41500;42000
1118;Aceh;Kab. Pidie Jaya;Bawang Putih Honan;30/06/2026;246;38000;
1118;Aceh;Kab. Pidie Jaya;Bawang Putih Honan;29/06/2026;246;38000;42000
1118;Aceh;Kab. Pidie Jaya;Beras Premium;30/06/2026;247;15400;
1118;Aceh;Kab. Pidie Jaya;Beras Premium;29/06/2026;247;15400;15650
1118;Aceh;Kab. Pidie Jaya;Cabai Merah Keriting;30/06/2026;248;55000;
1118;Aceh;Kab. Pidie Jaya;Cabai Merah Keriting;29/06/2026;248;55000;60000
1118;Aceh;Kab. Pidie Jaya;Daging Ayam Ras;30/06/2026;249;40000;
1118;Aceh;Kab. Pidie Jaya;Daging Ayam Ras;29/06/2026;249;40000;35000
1118;Aceh;Kab. Pidie Jaya;Daging Sapi Paha Belakang;30/06/2026;250;140000;
1118;Aceh;Kab. Pidie Jaya;Daging Sapi Paha Belakang;29/06/2026;250;140000;180000
1118;Aceh;Kab. Pidie Jaya;Garam Halus;30/06/2026;251;;
1118;Aceh;Kab. Pidie Jaya;Garam Halus;29/06/2026;251;;16000
1118;Aceh;Kab. Pidie Jaya;Gula Pasir Curah;30/06/2026;252;17500;
1118;Aceh;Kab. Pidie Jaya;Gula Pasir Curah;29/06/2026;252;17500;20000
1118;Aceh;Kab. Pidie Jaya;Minyak Goreng Sawit Curah;30/06/2026;253;;
1118;Aceh;Kab. Pidie Jaya;Minyak Goreng Sawit Curah;29/06/2026;253;;18900
1118;Aceh;Kab. Pidie Jaya;Minyak Goreng Sawit Kemasan Premium;30/06/2026;254;;
1118;Aceh;Kab. Pidie Jaya;Minyak Goreng Sawit Kemasan Premium;29/06/2026;254;;25000
1118;Aceh;Kab. Pidie Jaya;Minyakita;30/06/2026;255;15700;
1118;Aceh;Kab. Pidie Jaya;Minyakita;29/06/2026;255;15700;15700
1118;Aceh;Kab. Pidie Jaya;Telur Ayam Ras;30/06/2026;256;30000;
1118;Aceh;Kab. Pidie Jaya;Telur Ayam Ras;29/06/2026;256;30000;25000
1118;Aceh;Kab. Pidie Jaya;Tepung Terigu;30/06/2026;257;;
1118;Aceh;Kab. Pidie Jaya;Tepung Terigu;29/06/2026;257;;15000
1171;Aceh;Kota Banda Aceh;Bawang Merah;30/06/2026;258;41500;
1171;Aceh;Kota Banda Aceh;Bawang Merah;29/06/2026;258;41500;42500
1171;Aceh;Kota Banda Aceh;Bawang Putih Honan;30/06/2026;259;38000;
1171;Aceh;Kota Banda Aceh;Bawang Putih Honan;29/06/2026;259;38000;40000
1171;Aceh;Kota Banda Aceh;Beras Medium;30/06/2026;260;14000;
1171;Aceh;Kota Banda Aceh;Beras Medium;29/06/2026;260;14000;14625
1171;Aceh;Kota Banda Aceh;Beras Premium;30/06/2026;261;15400;
1171;Aceh;Kota Banda Aceh;Beras Premium;29/06/2026;261;15400;15775
1171;Aceh;Kota Banda Aceh;Cabai Merah Keriting;30/06/2026;262;55000;
1171;Aceh;Kota Banda Aceh;Cabai Merah Keriting;29/06/2026;262;55000;52500
1171;Aceh;Kota Banda Aceh;Cabai Rawit Merah;30/06/2026;263;57000;
1171;Aceh;Kota Banda Aceh;Cabai Rawit Merah;29/06/2026;263;57000;40000
1171;Aceh;Kota Banda Aceh;Daging Ayam Ras;30/06/2026;264;40000;
1171;Aceh;Kota Banda Aceh;Daging Ayam Ras;29/06/2026;264;40000;32000
1171;Aceh;Kota Banda Aceh;Daging Sapi Paha Belakang;30/06/2026;265;140000;
1171;Aceh;Kota Banda Aceh;Daging Sapi Paha Belakang;29/06/2026;265;140000;165000
1171;Aceh;Kota Banda Aceh;Garam Halus;30/06/2026;266;;
1171;Aceh;Kota Banda Aceh;Garam Halus;29/06/2026;266;;14500
1171;Aceh;Kota Banda Aceh;Gula Pasir Curah;30/06/2026;267;17500;
1171;Aceh;Kota Banda Aceh;Gula Pasir Curah;29/06/2026;267;17500;19500
1171;Aceh;Kota Banda Aceh;Ikan Kembung;30/06/2026;268;;
1171;Aceh;Kota Banda Aceh;Ikan Kembung;29/06/2026;268;;65000
1171;Aceh;Kota Banda Aceh;Minyak Goreng Sawit Curah;30/06/2026;269;;
1171;Aceh;Kota Banda Aceh;Minyak Goreng Sawit Curah;29/06/2026;269;;19350
1171;Aceh;Kota Banda Aceh;Minyak Goreng Sawit Kemasan Premium;30/06/2026;270;;
1171;Aceh;Kota Banda Aceh;Minyak Goreng Sawit Kemasan Premium;29/06/2026;270;;24500
1171;Aceh;Kota Banda Aceh;Minyakita;30/06/2026;271;15700;
1171;Aceh;Kota Banda Aceh;Minyakita;29/06/2026;271;15700;15700
1171;Aceh;Kota Banda Aceh;Telur Ayam Ras;30/06/2026;272;30000;
1171;Aceh;Kota Banda Aceh;Telur Ayam Ras;29/06/2026;272;30000;26150
1171;Aceh;Kota Banda Aceh;Tepung Terigu;30/06/2026;273;;
1171;Aceh;Kota Banda Aceh;Tepung Terigu;29/06/2026;273;;14500
1172;Aceh;Kota Sabang;Bawang Merah;30/06/2026;274;41500;
1172;Aceh;Kota Sabang;Bawang Merah;29/06/2026;274;41500;45000
1172;Aceh;Kota Sabang;Beras Medium;30/06/2026;275;14000;
1172;Aceh;Kota Sabang;Beras Medium;29/06/2026;275;14000;16000
1172;Aceh;Kota Sabang;Beras Premium;30/06/2026;276;15400;
1172;Aceh;Kota Sabang;Beras Premium;29/06/2026;276;15400;16300
1172;Aceh;Kota Sabang;Cabai Merah Keriting;30/06/2026;277;55000;
1172;Aceh;Kota Sabang;Cabai Merah Keriting;29/06/2026;277;55000;55000
1172;Aceh;Kota Sabang;Cabai Rawit Merah;30/06/2026;278;57000;
1172;Aceh;Kota Sabang;Cabai Rawit Merah;29/06/2026;278;57000;25000
1172;Aceh;Kota Sabang;Daging Ayam Ras;30/06/2026;279;40000;
1172;Aceh;Kota Sabang;Daging Ayam Ras;29/06/2026;279;40000;35000
1172;Aceh;Kota Sabang;Daging Sapi Paha Belakang;30/06/2026;280;140000;
1172;Aceh;Kota Sabang;Daging Sapi Paha Belakang;29/06/2026;280;140000;160000
1172;Aceh;Kota Sabang;Garam Halus;30/06/2026;281;;
1172;Aceh;Kota Sabang;Garam Halus;29/06/2026;281;;10000
1172;Aceh;Kota Sabang;Gula Pasir Curah;30/06/2026;282;17500;
1172;Aceh;Kota Sabang;Gula Pasir Curah;29/06/2026;282;17500;20000
1172;Aceh;Kota Sabang;Minyak Goreng Sawit Curah;30/06/2026;283;;
1172;Aceh;Kota Sabang;Minyak Goreng Sawit Curah;29/06/2026;283;;22000
1172;Aceh;Kota Sabang;Minyak Goreng Sawit Kemasan Premium;30/06/2026;284;;
1172;Aceh;Kota Sabang;Minyak Goreng Sawit Kemasan Premium;29/06/2026;284;;25000
1172;Aceh;Kota Sabang;Minyakita;30/06/2026;285;15700;
1172;Aceh;Kota Sabang;Minyakita;29/06/2026;285;15700;15700
1172;Aceh;Kota Sabang;Telur Ayam Ras;30/06/2026;286;30000;
1172;Aceh;Kota Sabang;Telur Ayam Ras;29/06/2026;286;30000;27000
1172;Aceh;Kota Sabang;Tepung Terigu;30/06/2026;287;;
1172;Aceh;Kota Sabang;Tepung Terigu;29/06/2026;287;;15000
1173;Aceh;Kota Lhokseumawe;Bawang Merah;30/06/2026;288;41500;
1173;Aceh;Kota Lhokseumawe;Bawang Merah;29/06/2026;288;41500;36000
1173;Aceh;Kota Lhokseumawe;Bawang Putih Honan;30/06/2026;289;38000;
1173;Aceh;Kota Lhokseumawe;Bawang Putih Honan;29/06/2026;289;38000;42000
1173;Aceh;Kota Lhokseumawe;Beras Medium;30/06/2026;290;14000;
1173;Aceh;Kota Lhokseumawe;Beras Medium;29/06/2026;290;14000;15000
1173;Aceh;Kota Lhokseumawe;Beras Premium;30/06/2026;291;15400;
1173;Aceh;Kota Lhokseumawe;Beras Premium;29/06/2026;291;15400;15900
1173;Aceh;Kota Lhokseumawe;Cabai Merah Besar;30/06/2026;292;;
1173;Aceh;Kota Lhokseumawe;Cabai Merah Besar;29/06/2026;292;;47000
1173;Aceh;Kota Lhokseumawe;Daging Ayam Ras;30/06/2026;293;40000;
1173;Aceh;Kota Lhokseumawe;Daging Ayam Ras;29/06/2026;293;40000;32000
1173;Aceh;Kota Lhokseumawe;Daging Sapi Paha Belakang;30/06/2026;294;140000;
1173;Aceh;Kota Lhokseumawe;Daging Sapi Paha Belakang;29/06/2026;294;140000;170000
1173;Aceh;Kota Lhokseumawe;Garam Halus;30/06/2026;295;;
1173;Aceh;Kota Lhokseumawe;Garam Halus;29/06/2026;295;;16000
1173;Aceh;Kota Lhokseumawe;Gula Pasir Curah;30/06/2026;296;17500;
1173;Aceh;Kota Lhokseumawe;Gula Pasir Curah;29/06/2026;296;17500;19000
1173;Aceh;Kota Lhokseumawe;Minyak Goreng Sawit Curah;30/06/2026;297;;
1173;Aceh;Kota Lhokseumawe;Minyak Goreng Sawit Curah;29/06/2026;297;;18000
1173;Aceh;Kota Lhokseumawe;Minyak Goreng Sawit Kemasan Premium;30/06/2026;298;;
1173;Aceh;Kota Lhokseumawe;Minyak Goreng Sawit Kemasan Premium;29/06/2026;298;;23333,33
1173;Aceh;Kota Lhokseumawe;Minyakita;30/06/2026;299;15700;
1173;Aceh;Kota Lhokseumawe;Minyakita;29/06/2026;299;15700;16000
1173;Aceh;Kota Lhokseumawe;Telur Ayam Ras;30/06/2026;300;30000;
1173;Aceh;Kota Lhokseumawe;Telur Ayam Ras;29/06/2026;300;30000;24000
1173;Aceh;Kota Lhokseumawe;Tepung Terigu;30/06/2026;301;;
1173;Aceh;Kota Lhokseumawe;Tepung Terigu;29/06/2026;301;;11000
1174;Aceh;Kota Langsa;Bawang Merah;30/06/2026;302;41500;
1174;Aceh;Kota Langsa;Bawang Merah;29/06/2026;302;41500;35000
1174;Aceh;Kota Langsa;Bawang Putih Honan;30/06/2026;303;38000;
1174;Aceh;Kota Langsa;Bawang Putih Honan;29/06/2026;303;38000;37000
1174;Aceh;Kota Langsa;Beras Medium;30/06/2026;304;14000;
1174;Aceh;Kota Langsa;Beras Medium;29/06/2026;304;14000;14000
1174;Aceh;Kota Langsa;Beras Premium;30/06/2026;305;15400;
1174;Aceh;Kota Langsa;Beras Premium;29/06/2026;305;15400;15450
1174;Aceh;Kota Langsa;Cabai Merah Besar;30/06/2026;306;;
1174;Aceh;Kota Langsa;Cabai Merah Besar;29/06/2026;306;;44000
1174;Aceh;Kota Langsa;Cabai Rawit Merah;30/06/2026;307;57000;
1174;Aceh;Kota Langsa;Cabai Rawit Merah;29/06/2026;307;57000;45000
1174;Aceh;Kota Langsa;Daging Ayam Ras;30/06/2026;308;40000;
1174;Aceh;Kota Langsa;Daging Ayam Ras;29/06/2026;308;40000;27000
1174;Aceh;Kota Langsa;Daging Sapi Paha Belakang;30/06/2026;309;140000;
1174;Aceh;Kota Langsa;Daging Sapi Paha Belakang;29/06/2026;309;140000;150000
1174;Aceh;Kota Langsa;Garam Halus;30/06/2026;310;;
1174;Aceh;Kota Langsa;Garam Halus;29/06/2026;310;;8000
1174;Aceh;Kota Langsa;Gula Pasir Curah;30/06/2026;311;17500;
1174;Aceh;Kota Langsa;Gula Pasir Curah;29/06/2026;311;17500;18000
1174;Aceh;Kota Langsa;Minyak Goreng Sawit Curah;30/06/2026;312;;
1174;Aceh;Kota Langsa;Minyak Goreng Sawit Curah;29/06/2026;312;;19500
1174;Aceh;Kota Langsa;Minyak Goreng Sawit Kemasan Premium;30/06/2026;313;;
1174;Aceh;Kota Langsa;Minyak Goreng Sawit Kemasan Premium;29/06/2026;313;;21000
1174;Aceh;Kota Langsa;Minyakita;30/06/2026;314;15700;
1174;Aceh;Kota Langsa;Minyakita;29/06/2026;314;15700;15700
1174;Aceh;Kota Langsa;Telur Ayam Ras;30/06/2026;315;30000;
1174;Aceh;Kota Langsa;Telur Ayam Ras;29/06/2026;315;30000;27200
